lote,data_inicio,data_fim,tipo_dia,servico,vista,servico_tipo,servico_tecnologia,extensao_ida_km,extensao_volta_km,tempo_ciclo_min,frota_hp,frota_noturna,intervalo_hp_min,frequencia_hp,viagens_ida_dia,viagens_volta_dia,viagens_mes,producao_km_mes,fonte
A0,2026-07-01,2026-07-31,util,871,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,872,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,878,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,880,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,881,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,883,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,884,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,885,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,892,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,893,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,894,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,895,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,897,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,898,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,899,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,900,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,901,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,905,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,906,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,908,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,910,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,913,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,915,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,917,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,918,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,919,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,920,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,921,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,922,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,925,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,926,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,928,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,932,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,940,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,944,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,946,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,950,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,951,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,954,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,959,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,961,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,975,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,979,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,987,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,990,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD126,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD127,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD131,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD132,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD133,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD134,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD135,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD136,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD138,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD139,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD140,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD141,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD142,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD143,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD144,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD145,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD146,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD147,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD148,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD149,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD150,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD151,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD152,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD153,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD154,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD155,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,LECD156,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN007,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN104,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN133,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN209,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN232,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN238,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN265,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN292,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN298,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN302,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN312,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN319,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN324,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN328,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN353,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN355,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN363,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN368,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN383,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN388,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN393,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN397,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN399,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN410,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN415,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN422,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN457,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN474,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN483,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN497,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN550,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN552,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN554,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN565,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN600,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN624,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN629,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN636,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN639,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN696,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN731,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN779,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN790,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN794,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN803,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN805,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN810,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN821,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN825,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN840,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN846,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN848,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN853,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN857,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN861,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN867,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN878,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN880,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN884,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN885,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN893,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN895,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN897,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN898,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN908,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN919,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SN954,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP265,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP324,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP328,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP329,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP343,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP389,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP404,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP485,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP635,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP759,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP766,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP795,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP801,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP803,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP805,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP810,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP864,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SP918,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SPA483,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SPA550,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SPA613,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SPB326,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SPB483,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SPB550,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR300,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR328,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR342,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR355,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR362,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR378,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR384,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR386,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR388,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR393,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR397,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SR399,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV319,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV363,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV391,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV474,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV483,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV606,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV624,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV669,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV692,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV774,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV777,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV790,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV831,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV853,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV863,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV866,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV878,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV899,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV908,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV917,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV921,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SV922,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SVA665,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SVA685,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SVB665,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SVB685,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
A0,2026-07-01,2026-07-31,util,SVB901,,regular,,0,0,0,0,0,0,0,0,0,0,0,simulação A0 (teste jul/2026)
